sentence,sentiment,confidence,type
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,0,100,train
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,0,100,train
"The firm 's UK head office is in Rugby Road , Lutterworth .",0,100,train
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,0,100,train
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,0,100,train
"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",0,100,train
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",0,100,train
"At some point , it will spread also to Iran and Iraq .",0,100,train
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",0,100,train
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,0,100,train
The order was valued at over EUR15m .,0,100,train
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,0,100,train
"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",0,100,train
( The acquisition sum has not been disclosed . ),0,100,train
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",0,100,train
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,0,100,train
The beers differ slightly from mainstream beers .,0,100,train
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",0,100,train
The company has an annual turnover of EUR32 .8 m.,0,100,train
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",0,100,train
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",0,100,train
"The company can not give up palm oil altogether , however .",0,100,train
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,0,100,train
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",0,100,train
All depends on financing .,0,100,train
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,0,100,train
Saunalahti is a part of the Elisa group .,0,100,train
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",0,100,train
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",0,100,train
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",0,100,train
The medium-term operative targets of the company remain unchanged .,0,100,train
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",0,100,train
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",0,100,train
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",0,100,train
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,0,100,train
"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia .",0,100,train
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,0,100,train
"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",0,100,train
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",0,100,train
fi is developing cooperation in keyword advertising with Microsoft .,1,75,train
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",1,75,train
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",1,75,train
"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",1,75,train
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",1,75,train
Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,1,75,train
A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .,1,75,train
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,1,75,train
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",1,75,train
"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",1,75,train
"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",1,75,train
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,1,75,train
The rebuilds are designed to improve the machines ' performance and product quality .,1,75,train
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",1,75,train
Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,1,75,train
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",1,75,train
"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",1,75,train
HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,1,75,train
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,1,75,train
The acquisition is expected to improve access to chrome ore resources in Turkey .,1,75,train
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,1,75,train
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",1,75,train
Talvivaara also maintains its assumption of turning cash flow positive before the year end .,1,75,train
"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",1,75,train
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",1,75,train
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,1,75,train
"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers .",1,75,train
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,1,75,train
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",1,75,train
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",1,75,train
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",1,75,train
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",1,75,train
The mill has long traditions and holds an established position in the markets .,1,75,train
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",1,75,train
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,1,75,train
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,1,75,train
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',1,75,train
( I&H ) in a move to enhance growth .,1,75,train
"We are very pleased with the fine co-operation between the two countries in recent times , he said .",1,75,train
"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",1,75,train
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",1,75,train
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,1,75,train
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",1,75,train
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",1,75,train
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",1,75,train
Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,1,75,train
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,1,75,train
"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",1,75,train
Lean System supports change management and component purchasing extremely well .,1,75,train
"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",1,75,train
"The Finnish supplier of BSS-OSS and VAS for telecom operators , Tecnotree , has received expansion orders worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America , the company announced without specifying which operators had placed the orders .",1,75,train
"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",1,75,train
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,1,75,train
The aim is to achieve EUR 2.5 mn yearly savings .,1,75,train
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,1,75,train
"Demand seems to have hit bottom now , and some signs of improvement can be seen .",1,75,train
"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",1,75,train
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,1,75,train
"However , the total orders received will still be above last year s levels .",1,75,train
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",1,75,train
Cargo volume grew by 7 % .,1,75,train
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,1,75,train
"`` Following last year 's good profit development , we have entered the current year in a good position .",1,75,train
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",1,75,train
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",1,75,train
"According to Bosse , the present cooperation is beneficial to all parties , however .",1,75,train
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",1,75,train
"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",1,75,train
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,1,75,train
Our superior customer centricity and expertise in digital services set us apart from our competitors .,1,75,train
"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",1,75,train
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",1,75,train
"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",1,75,train
`` We 've been feeling quite positive about the region as a whole .,1,75,train
"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",1,75,train
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",1,75,train
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",1,75,train
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",1,75,train
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",1,75,train
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",1,75,train
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",1,75,train
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",1,75,train
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",1,75,train
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",1,75,train
Consumption is forecast to grow by about 2 % .,1,75,train
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,1,75,train
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",1,75,train
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,1,75,train
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",1,75,train
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,1,75,train
"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",1,75,train
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",1,75,train
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",1,75,train
"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",1,75,train
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",1,75,train
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",1,75,train
EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .,1,75,train
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",1,75,train
"Strongest growth was seen in the new markets in Russia , the Czech Republic , and Slovakia .",1,75,train
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",1,75,train
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",-1,75,train
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",-1,75,train
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,-1,75,train
The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,-1,75,train
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",-1,75,train
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,-1,75,train
"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",-1,75,train
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",-1,75,train
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",-1,75,train
"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",-1,75,train
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",-1,75,train
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",-1,75,train
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",-1,75,train
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",-1,75,train
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",-1,75,train
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",-1,75,train
Small investors have voiced fears that the shares will end up with risk investors .,-1,75,train
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",-1,75,train
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,-1,75,train
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",-1,75,train
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,-1,75,train
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",-1,75,train
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",-1,75,train
"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",-1,75,train
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",-1,75,train
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,-1,75,train
And U.S. energy executives say high steel prices are threatening energy exploration .,-1,75,train
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",-1,75,train
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,-1,75,train
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",-1,75,train
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,-1,75,train
Nokia Siemens Networks has struggled to make a profit in the past two years .,-1,75,train
The air traffic of Finland has been in stoppage since then .,-1,75,train
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",-1,75,train
"Several large stocks tacked lower , however .",-1,75,train
Altogether Finnair has canceled over 500 flights because of the strike .,-1,75,train
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",-1,75,train
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",-1,75,train
Finnish Bank of +àland +àlandsbanken has issued a profit warning .,-1,75,train
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,-1,75,train
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",-1,75,train
"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",-1,75,train
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",-1,75,train
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,-1,75,train
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,-1,75,train
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",-1,75,train
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,-1,75,train
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,-1,75,train
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,-1,75,train
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",-1,75,train
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",-1,75,train
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,-1,75,train
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",-1,75,train
The measures result from weak demand in the shipbuilding industry .,-1,75,train
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,-1,75,train
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,-1,75,train
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,-1,75,train
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",-1,75,train
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",-1,75,train
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,-1,75,train
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",-1,75,train
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",-1,75,train
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,-1,75,train
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,-1,75,train
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",-1,75,train
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",-1,75,train
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",-1,75,train
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",-1,75,train
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,-1,75,train
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",-1,75,train
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,-1,75,train
"The total headcount reduction will be 50 persons , the company said .",-1,75,train
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,-1,75,train
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",-1,75,train
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",-1,75,train
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",-1,75,train
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",-1,75,train
"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",-1,75,train
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",-1,75,train
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,-1,75,train
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",-1,75,train
It is a disappointment to see the plan folded .,-1,75,train
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",-1,75,train
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",-1,75,train
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",-1,75,train
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,-1,75,train
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",-1,75,train
The recent troubles simply make NETeller cheaper .,-1,75,train
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,-1,75,train
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",-1,75,train
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",-1,75,train
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,-1,75,train
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',-1,75,train
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,-1,75,train
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",-1,75,train
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",-1,75,train
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,-1,75,train
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,-1,75,train
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,-1,75,train
"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",-1,75,train
"The important thing now is to keep the bank 's existing 15,000 customers .",0,75,train
"Body The credit falls due February 24 , 2014 .",0,75,train
